Time,Port Aileron,Starboard Aileron,Port Flap,Starboard Flap,Elevator,Rudder,Roll,Pitch,Yaw
1732897854.8019269,0,0,0,0,0,21,,,
1732897854.853428,0,0,0,0,0,21,,,
1732897854.9053922,0,0,0,0,0,21,,,
1732897854.9573781,0,0,0,0,0,21,,,
1732897855.0094268,0,0,0,0,0,21,,,
1732897855.061589,0,0,0,0,0,21,,,
1732897855.113031,0,0,0,0,0,21,,,
1732897855.1651661,0,0,0,0,0,21,,,
1732897855.217203,0,0,0,0,0,21,,,
1732897855.269301,0,0,0,0,0,21,,,
1732897855.321341,0,0,0,0,0,21,,,
1732897855.373535,0,0,0,0,0,21,,,
1732897855.4257169,0,0,0,0,0,21,,,
1732897855.477887,0,0,0,0,0,21,,,
1732897855.53,0,0,0,0,0,21,,,
1732897855.58221,0,0,0,0,0,21,,,
1732897855.634441,0,0,0,0,0,21,,,
1732897855.6865458,0,0,0,0,0,21,,,
1732897855.7378728,0,0,0,0,0,21,,,
1732897855.7901099,0,0,0,0,0,21,,,
1732897855.842303,0,0,0,0,0,21,,,
1732897855.894464,0,0,0,0,0,21,,,
1732897855.946476,0,0,0,0,0,21,,,
1732897855.998539,0,0,0,0,0,21,,,
1732897856.050805,0,0,0,0,0,21,,,
1732897856.102446,0,0,0,0,0,21,,,
1732897856.154387,0,0,0,0,0,21,,,
1732897856.206474,0,0,0,0,0,21,,,
1732897856.2578402,0,0,0,0,0,21,,,
1732897856.30991,0,0,0,0,0,21,,,
1732897856.3620439,0,0,0,0,0,21,,,
1732897856.413415,0,0,0,0,0,21,,,
1732897856.4656289,0,0,0,0,0,21,,,
1732897856.517854,0,0,0,0,0,21,,,
1732897856.5700202,0,0,0,0,0,21,,,
1732897856.6221151,0,0,0,0,0,21,,,
1732897856.6743522,0,0,0,0,0,21,,,
1732897856.7264378,0,0,0,0,0,21,,,
1732897856.778568,0,0,0,0,0,21,,,
1732897856.830751,0,0,0,0,0,21,,,
1732897856.882988,0,0,0,0,0,21,,,
1732897856.9351099,0,0,0,0,0,21,,,
